,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Renda Emp.,Situação
31416,94000,36,4200,HOMEIMPROVEMENT,14.0,5.99,0.04,0
31417,82000,44,8400,DEBTCONSOLIDATION,5.0,12.84,0.1,1
31418,94128,44,4400,DEBTCONSOLIDATION,14.0,7.29,0.05,0
31419,94185,36,10000,PERSONAL,3.0,9.32,0.11,0
31420,56004,41,12800,EDUCATION,4.0,11.48,0.23,0
31421,94800,44,7400,VENTURE,4.0,7.88,0.08,0
31422,95000,36,13000,PERSONAL,18.0,10.65,0.14,0
31423,95000,40,5000,HOMEIMPROVEMENT,12.0,10.65,0.05,0
31424,95000,47,5000,EDUCATION,13.0,6.03,0.05,0
31425,95000,39,8000,HOMEIMPROVEMENT,6.0,12.69,0.08,0
31426,95000,49,7500,DEBTCONSOLIDATION,12.0,6.03,0.08,0
31427,95000,44,21200,PERSONAL,1.0,9.91,0.22,0
31428,50000,44,13000,VENTURE,5.0,13.16,0.26,0
31429,46000,43,13000,MEDICAL,2.0,15.7,0.28,1
31430,52680,45,13000,MEDICAL,0.0,6.92,0.25,0
31431,83000,38,24000,DEBTCONSOLIDATION,1.0,14.91,0.29,1
31432,95000,49,3000,HOMEIMPROVEMENT,2.0,5.42,0.03,0
31433,33600,45,4000,VENTURE,14.0,6.39,0.12,0
31434,95000,37,3250,HOMEIMPROVEMENT,10.0,13.35,0.03,0
31435,65000,37,13000,EDUCATION,2.0,12.99,0.2,0
31436,95000,39,20000,HOMEIMPROVEMENT,3.0,14.84,0.21,0
31439,95000,38,14000,HOMEIMPROVEMENT,6.0,17.74,0.15,0
31440,70000,39,13000,EDUCATION,5.0,11.99,0.19,0
31441,95000,41,21600,HOMEIMPROVEMENT,2.0,13.92,0.23,0
31442,83000,40,2800,EDUCATION,7.0,12.18,0.03,1
31443,83000,44,12000,EDUCATION,2.0,16.0,0.14,1
31444,95000,38,4000,EDUCATION,5.0,9.63,0.04,0
31445,95000,44,10000,VENTURE,4.0,10.95,0.11,0
31446,110000,40,13000,HOMEIMPROVEMENT,6.0,9.91,0.12,0
31447,95892,40,15000,MEDICAL,19.0,12.18,0.16,0
31448,130000,37,13000,PERSONAL,2.0,9.88,0.1,0
31449,96000,38,6000,DEBTCONSOLIDATION,15.0,6.03,0.06,0
31450,96000,46,10000,DEBTCONSOLIDATION,4.0,12.69,0.1,0
31451,43000,36,13600,DEBTCONSOLIDATION,12.0,15.58,0.32,1
31452,71400,37,3100,MEDICAL,7.0,20.69,0.04,1
31453,96000,42,5100,PERSONAL,9.0,5.42,0.05,0
31454,45760,40,13650,MEDICAL,8.0,10.25,0.3,0
31455,66000,45,13650,HOMEIMPROVEMENT,4.0,12.42,0.21,0
31456,27036,43,13750,PERSONAL,1.0,15.31,0.51,1
31457,33000,41,13750,MEDICAL,2.0,13.79,0.42,1
31458,32878,40,13775,VENTURE,6.0,12.98,0.42,1
31459,67300,42,13800,HOMEIMPROVEMENT,4.0,13.99,0.21,0
31461,32560,38,6000,PERSONAL,8.0,8.94,0.18,0
31462,96000,38,1500,PERSONAL,0.0,14.26,0.02,0
31464,97000,42,1500,PERSONAL,13.0,15.96,0.02,0
31465,45000,37,14000,PERSONAL,6.0,11.36,0.31,1
31466,97000,43,14000,MEDICAL,0.0,11.71,0.14,0
31467,40800,39,14000,MEDICAL,4.0,16.0,0.34,1
31468,48300,38,14000,MEDICAL,3.0,13.22,0.29,0
31470,32000,36,3600,EDUCATION,4.0,13.49,0.11,0
31471,52000,39,14000,DEBTCONSOLIDATION,1.0,11.71,0.27,0
31472,32000,37,12150,HOMEIMPROVEMENT,8.0,6.62,0.38,0
31473,52000,37,14000,VENTURE,0.0,13.16,0.27,0
31474,98000,39,8000,MEDICAL,22.0,13.49,0.08,0
31475,98000,41,5000,MEDICAL,18.0,10.99,0.05,0
31476,98000,39,35000,HOMEIMPROVEMENT,0.0,15.99,0.36,0
31477,98000,40,5200,VENTURE,4.0,9.63,0.05,0
31478,98000,38,12000,MEDICAL,7.0,10.37,0.12,0
31479,98000,42,18000,EDUCATION,2.0,11.58,0.18,0
31480,55000,38,14000,HOMEIMPROVEMENT,2.0,11.48,0.25,0
31481,32000,36,1200,EDUCATION,0.0,7.14,0.04,0
31482,98004,43,6000,PERSONAL,11.0,5.42,0.06,0
31483,98004,41,12000,DEBTCONSOLIDATION,25.0,13.57,0.12,0
31484,98240,36,20000,PERSONAL,4.0,16.35,0.2,0
31485,99000,44,10000,EDUCATION,5.0,12.68,0.1,0
31486,99000,44,8000,EDUCATION,3.0,9.25,0.08,0
31487,99500,36,4000,VENTURE,5.0,7.74,0.04,0
31488,99996,44,14400,VENTURE,4.0,12.23,0.14,0
31490,62000,48,14000,EDUCATION,10.0,12.69,0.23,0
31491,62004,41,14000,HOMEIMPROVEMENT,5.0,8.9,0.23,0
31492,99996,38,25000,HOMEIMPROVEMENT,22.0,14.96,0.25,0
31493,62500,41,14000,EDUCATION,4.0,10.25,0.22,0
31495,100000,36,9350,MEDICAL,5.0,7.51,0.09,0
31496,100000,45,16000,PERSONAL,16.0,6.62,0.16,0
31497,59000,38,14000,VENTURE,5.0,13.8,0.24,1
31498,31200,37,6600,VENTURE,1.0,5.42,0.21,0
31499,70000,46,14000,HOMEIMPROVEMENT,0.0,11.26,0.2,0
31500,100000,37,18400,VENTURE,13.0,5.99,0.18,0
31501,100000,41,6000,EDUCATION,10.0,8.49,0.06,0
31502,75000,42,14000,HOMEIMPROVEMENT,12.0,6.03,0.19,0
31503,88000,37,6000,HOMEIMPROVEMENT,3.0,11.99,0.07,1
31504,82000,40,14000,MEDICAL,2.0,10.37,0.17,0
31505,73000,37,14000,DEBTCONSOLIDATION,21.0,16.02,0.19,1
31506,100000,38,5500,PERSONAL,5.0,10.37,0.06,0
31507,100000,47,2500,EDUCATION,4.0,9.99,0.03,0
31508,100000,38,14000,DEBTCONSOLIDATION,0.0,13.23,0.14,0
31509,88000,36,7750,DEBTCONSOLIDATION,1.0,13.23,0.09,1
31511,105000,37,14000,DEBTCONSOLIDATION,6.0,6.03,0.13,0
31512,100000,36,8000,EDUCATION,2.0,6.76,0.08,0
31513,100000,36,6000,DEBTCONSOLIDATION,17.0,7.14,0.06,0
31514,125004,45,14000,EDUCATION,7.0,12.61,0.11,0
31515,126251,36,14000,HOMEIMPROVEMENT,16.0,7.66,0.11,0
31516,130000,36,14000,DEBTCONSOLIDATION,3.0,10.37,0.11,0
31518,100000,48,15000,DEBTCONSOLIDATION,3.0,9.88,0.15,0
31519,100000,39,3000,DEBTCONSOLIDATION,9.0,7.14,0.03,0
31520,150000,50,14000,DEBTCONSOLIDATION,3.0,6.91,0.09,0
31521,180000,41,14000,DEBTCONSOLIDATION,16.0,6.03,0.08,0
31522,100000,37,9600,VENTURE,0.0,13.22,0.1,0
31523,100000,42,5000,EDUCATION,7.0,14.26,0.05,0
31524,100000,39,6000,VENTURE,0.0,14.11,0.06,0
31525,100000,42,4800,DEBTCONSOLIDATION,16.0,13.47,0.05,0
31526,119000,47,14250,PERSONAL,5.0,7.66,0.12,0
31527,100010,40,8000,MEDICAL,11.0,9.99,0.08,0
31528,100111,36,20000,VENTURE,5.0,13.49,0.2,0
31529,100280,38,17850,VENTURE,1.0,11.99,0.18,0
31530,74880,49,14300,MEDICAL,6.0,7.51,0.19,0
31532,30120,38,14400,HOMEIMPROVEMENT,1.0,12.8,0.48,1
31533,101000,39,2500,EDUCATION,17.0,13.47,0.02,0
31534,101004,36,12000,MEDICAL,11.0,5.79,0.12,0
31535,101500,46,15000,DEBTCONSOLIDATION,8.0,11.14,0.15,0
31536,48000,45,14400,PERSONAL,5.0,8.49,0.3,0
31537,102000,41,7500,VENTURE,20.0,11.49,0.07,0
31538,102000,41,7000,EDUCATION,5.0,6.92,0.07,0
31539,60000,37,14400,MEDICAL,4.0,10.62,0.24,0
31540,102031,50,12000,HOMEIMPROVEMENT,9.0,14.96,0.12,0
31541,102300,41,8800,MEDICAL,9.0,11.58,0.09,0
31542,75000,39,14400,EDUCATION,0.0,12.53,0.19,0
31543,103000,49,12600,DEBTCONSOLIDATION,14.0,9.32,0.12,0
31544,85000,38,14400,VENTURE,1.0,11.99,0.17,0
31545,103970,38,15000,DEBTCONSOLIDATION,0.0,14.35,0.14,0
31547,96500,39,14400,DEBTCONSOLIDATION,4.0,15.2,0.15,1
31548,104800,38,14000,HOMEIMPROVEMENT,6.0,6.03,0.13,0
31549,105000,38,12350,VENTURE,22.0,6.62,0.12,0
31550,105000,42,2400,EDUCATION,18.0,13.06,0.02,0
31551,42000,42,14500,EDUCATION,6.0,15.57,0.35,1
31552,105000,41,21000,VENTURE,4.0,10.25,0.2,0
31553,80004,37,14500,MEDICAL,7.0,11.26,0.18,0
31554,105000,37,25000,EDUCATION,2.0,12.18,0.24,0
31555,105000,49,11000,DEBTCONSOLIDATION,1.0,9.32,0.1,0
31556,105000,39,9000,DEBTCONSOLIDATION,1.0,9.32,0.09,0
31557,46152,41,14525,PERSONAL,10.0,11.11,0.31,1
31558,93000,43,7500,DEBTCONSOLIDATION,15.0,12.86,0.08,1
31559,80409,46,14550,EDUCATION,2.0,8.94,0.18,0
31560,105201,39,15000,VENTURE,20.0,6.91,0.14,0
31561,105398,46,20700,HOMEIMPROVEMENT,9.0,17.43,0.2,0
31562,105859,36,12000,VENTURE,20.0,11.99,0.11,0
31563,106000,36,4025,HOMEIMPROVEMENT,15.0,7.49,0.04,0
31564,106000,38,5000,HOMEIMPROVEMENT,4.0,12.99,0.05,0
31565,106000,50,10200,MEDICAL,2.0,9.32,0.1,0
31566,94050,48,23000,DEBTCONSOLIDATION,1.0,14.96,0.24,1
31567,107000,46,4000,VENTURE,17.0,13.49,0.04,0
31568,107004,38,15000,VENTURE,11.0,10.0,0.14,0
31569,107004,36,13000,HOMEIMPROVEMENT,3.0,11.83,0.12,0
31570,30000,44,7500,VENTURE,3.0,10.39,0.25,0
31571,108000,36,14000,EDUCATION,7.0,8.9,0.13,0
31574,108000,44,10000,HOMEIMPROVEMENT,12.0,11.11,0.09,0
31575,35416,40,2000,MEDICAL,15.0,6.91,0.06,0
31576,108000,38,4000,VENTURE,7.0,7.74,0.04,0
31577,108000,36,7000,MEDICAL,1.0,7.74,0.06,0
31578,108639,43,18000,MEDICAL,3.0,10.75,0.17,0
31579,109000,47,16000,VENTURE,15.0,7.05,0.15,0
31580,109000,44,12800,MEDICAL,17.0,13.79,0.12,0
31581,109920,41,20000,DEBTCONSOLIDATION,18.0,13.35,0.18,0
31582,39996,36,2000,VENTURE,0.0,11.49,0.05,0
31583,110000,42,10800,VENTURE,6.0,14.27,0.1,0
31584,110000,41,30000,VENTURE,7.0,9.91,0.27,0
31585,110000,36,16000,VENTURE,7.0,6.03,0.15,0
31586,42000,38,2000,PERSONAL,3.0,10.38,0.05,0
31587,110000,38,3000,MEDICAL,16.0,8.49,0.03,0
31588,42000,41,2000,DEBTCONSOLIDATION,5.0,13.23,0.05,0
31589,42000,36,2000,VENTURE,2.0,11.14,0.05,0
31590,110000,40,5000,PERSONAL,14.0,11.49,0.05,0
31592,110000,38,12000,PERSONAL,6.0,12.99,0.11,0
31593,110000,38,16000,PERSONAL,5.0,11.99,0.15,0
31594,110000,45,20000,PERSONAL,5.0,11.11,0.18,0
31595,110000,49,3000,HOMEIMPROVEMENT,11.0,7.51,0.03,0
31596,28800,38,13000,VENTURE,23.0,8.32,0.45,0
31597,110000,37,24000,MEDICAL,0.0,11.36,0.22,0
31598,50000,40,2000,PERSONAL,3.0,11.49,0.04,0
31599,110000,37,12000,HOMEIMPROVEMENT,11.0,7.88,0.11,0
31600,110000,48,6000,EDUCATION,6.0,8.94,0.05,0
31601,44004,36,2000,DEBTCONSOLIDATION,4.0,13.61,0.05,1
31602,110000,36,15000,HOMEIMPROVEMENT,9.0,9.63,0.14,0
31604,30000,38,15000,PERSONAL,0.0,14.61,0.5,1
31605,110004,41,25000,EDUCATION,7.0,12.73,0.23,0
31606,28000,40,1600,VENTURE,18.0,9.99,0.06,0
31607,28000,41,2000,EDUCATION,9.0,7.74,0.07,0
31608,28000,40,12000,PERSONAL,3.0,16.0,0.43,0
31609,112000,43,25000,PERSONAL,14.0,14.96,0.22,0
31610,100000,45,10000,DEBTCONSOLIDATION,3.0,16.0,0.1,1
31611,112224,38,25000,EDUCATION,5.0,6.99,0.22,0
31612,101000,42,25000,DEBTCONSOLIDATION,6.0,16.15,0.25,1
31613,114000,38,19000,DEBTCONSOLIDATION,22.0,9.99,0.17,0
31614,114000,40,6000,MEDICAL,11.0,5.42,0.05,0
31615,114000,42,19200,PERSONAL,4.0,11.36,0.17,0
31616,114054,40,35000,DEBTCONSOLIDATION,3.0,8.9,0.31,0
31617,114440,46,3000,EDUCATION,0.0,8.59,0.03,0
31619,114996,39,12500,DEBTCONSOLIDATION,15.0,6.54,0.11,0
31620,44531,39,15000,DEBTCONSOLIDATION,0.0,12.53,0.34,1
31621,115000,36,10000,VENTURE,13.0,5.42,0.09,0
31622,45000,49,15000,DEBTCONSOLIDATION,2.0,13.49,0.33,1
31624,39000,46,15000,DEBTCONSOLIDATION,2.0,10.99,0.38,1
31625,115000,39,25000,VENTURE,6.0,15.58,0.22,0
31626,115000,45,8000,VENTURE,8.0,8.94,0.07,0
31627,115000,41,20000,PERSONAL,2.0,14.61,0.17,0
31628,39000,37,15000,PERSONAL,5.0,10.96,0.38,1
31629,116000,46,10000,DEBTCONSOLIDATION,6.0,6.03,0.09,0
31630,104000,46,30000,EDUCATION,1.0,18.39,0.29,1
31631,88400,39,25000,MEDICAL,20.0,18.3,0.24,1
31632,47000,45,15000,MEDICAL,13.0,16.4,0.32,1
31634,116000,50,5000,PERSONAL,22.0,10.25,0.04,0
31635,117000,38,10700,HOMEIMPROVEMENT,5.0,14.27,0.09,0
31636,117000,36,20400,HOMEIMPROVEMENT,3.0,13.06,0.17,0
31637,117000,37,8000,HOMEIMPROVEMENT,15.0,13.06,0.07,0
31638,117000,37,10000,PERSONAL,3.0,8.94,0.09,0
31639,117400,38,16000,PERSONAL,7.0,10.75,0.14,0
31640,39996,37,1800,MEDICAL,2.0,9.63,0.05,0
31643,118000,38,11400,DEBTCONSOLIDATION,12.0,10.59,0.1,0
31644,41000,42,15000,HOMEIMPROVEMENT,2.0,16.95,0.37,1
31645,118000,45,25000,HOMEIMPROVEMENT,15.0,12.18,0.21,0
31646,47840,43,15000,PERSONAL,27.0,12.42,0.31,1
31647,118075,41,28000,MEDICAL,5.0,11.71,0.24,0
31649,48000,36,15000,MEDICAL,8.0,13.98,0.31,1
31650,119004,45,5000,PERSONAL,13.0,11.49,0.04,0
31653,120000,36,30000,MEDICAL,11.0,6.62,0.25,0
31654,108000,40,6000,DEBTCONSOLIDATION,7.0,17.27,0.06,1
31656,50000,36,15000,HOMEIMPROVEMENT,4.0,8.9,0.3,0
31657,108000,39,12000,HOMEIMPROVEMENT,3.0,6.99,0.11,1
31658,120000,36,14500,DEBTCONSOLIDATION,12.0,5.42,0.12,0
31659,120000,37,5400,PERSONAL,5.0,5.99,0.04,0
31660,108000,39,30000,EDUCATION,6.0,16.49,0.28,1
31661,50000,37,15000,HOMEIMPROVEMENT,1.0,13.22,0.3,0
31663,120000,40,9600,PERSONAL,6.0,10.59,0.08,0
31664,120000,47,15000,EDUCATION,9.0,10.99,0.13,0
31665,25000,37,5000,VENTURE,2.0,9.91,0.2,0
31666,108000,39,20000,HOMEIMPROVEMENT,2.0,14.54,0.19,1
31667,120000,50,5575,HOMEIMPROVEMENT,0.0,15.2,0.05,0
31668,25000,40,8500,VENTURE,2.0,7.51,0.34,0
31669,120000,39,12000,MEDICAL,9.0,5.79,0.1,0
31670,91800,37,20000,MEDICAL,21.0,14.84,0.19,1
31671,91800,43,8400,MEDICAL,0.0,14.84,0.08,1
31672,120000,42,9250,EDUCATION,0.0,11.86,0.08,0
31673,120000,42,6000,PERSONAL,18.0,10.38,0.05,0
31674,120000,41,20000,MEDICAL,8.0,10.25,0.17,0
31676,120000,49,12000,MEDICAL,12.0,10.99,0.1,0
31677,120000,36,25000,HOMEIMPROVEMENT,5.0,10.99,0.21,0
31679,120000,38,23600,VENTURE,11.0,14.96,0.2,0
31680,91800,37,5000,MEDICAL,0.0,19.47,0.05,1
31681,25000,39,8000,PERSONAL,16.0,7.51,0.32,0
31682,25000,47,10750,PERSONAL,2.0,14.22,0.43,0
31683,120000,40,17000,VENTURE,2.0,10.51,0.14,0
31684,108000,42,14400,VENTURE,14.0,13.67,0.13,1
31685,120000,36,10000,PERSONAL,21.0,13.3,0.08,0
31686,53550,36,1600,MEDICAL,1.0,12.21,0.03,1
31687,120996,37,4000,HOMEIMPROVEMENT,14.0,7.66,0.03,0
31689,121200,39,1450,VENTURE,16.0,6.76,0.01,0
31690,122000,43,12000,MEDICAL,20.0,11.83,0.1,0
31691,122500,43,9150,EDUCATION,4.0,6.03,0.07,0
31692,123000,37,35000,PERSONAL,1.0,14.27,0.28,0
31693,17000,41,1500,PERSONAL,0.0,15.23,0.09,1
31694,17496,46,1500,HOMEIMPROVEMENT,6.0,11.14,0.09,1
31695,123600,38,12000,EDUCATION,16.0,6.92,0.1,0
31696,123735,42,6400,DEBTCONSOLIDATION,8.0,6.99,0.05,0
31697,124000,37,30000,HOMEIMPROVEMENT,4.0,17.99,0.24,0
31698,124000,36,2000,DEBTCONSOLIDATION,2.0,12.99,0.02,0
31700,124000,37,19000,HOMEIMPROVEMENT,4.0,13.92,0.15,0
31701,24000,41,4500,EDUCATION,3.0,12.99,0.19,0
31702,125000,42,35000,MEDICAL,5.0,7.9,0.28,0
31703,125000,45,12000,HOMEIMPROVEMENT,0.0,6.03,0.1,0
31705,22800,40,1500,MEDICAL,0.0,7.29,0.07,0
31706,125000,39,4500,DEBTCONSOLIDATION,13.0,6.62,0.04,0
31709,25140,39,1500,DEBTCONSOLIDATION,8.0,14.22,0.06,1
31710,125000,40,10200,PERSONAL,3.0,7.49,0.08,0
31711,54000,40,15000,PERSONAL,4.0,14.26,0.28,0
31713,125000,41,20000,DEBTCONSOLIDATION,7.0,13.11,0.16,0
31715,56000,50,15000,HOMEIMPROVEMENT,2.0,13.47,0.27,0
31716,113000,42,24000,EDUCATION,11.0,15.31,0.21,1
31717,125000,37,8000,HOMEIMPROVEMENT,1.0,9.32,0.06,0
31718,57000,42,15000,MEDICAL,4.0,13.43,0.26,0
31719,52000,40,15000,EDUCATION,2.0,18.62,0.29,1
31720,126000,45,6000,VENTURE,5.0,10.65,0.05,0
31721,58000,44,15000,HOMEIMPROVEMENT,2.0,13.48,0.26,0
31722,126000,39,14000,MEDICAL,3.0,9.99,0.11,0
31724,24000,39,3000,HOMEIMPROVEMENT,0.0,7.74,0.13,0
31725,115000,40,10000,HOMEIMPROVEMENT,16.0,11.11,0.09,1
31727,98600,43,7750,MEDICAL,0.0,15.31,0.07,1
31728,98603,42,24250,MEDICAL,19.0,14.22,0.21,1
31729,60000,46,15000,MEDICAL,10.0,13.49,0.25,0
31730,130000,38,30000,HOMEIMPROVEMENT,1.0,9.91,0.23,0
31731,60000,46,15000,VENTURE,9.0,16.32,0.25,0
31733,60000,36,15000,HOMEIMPROVEMENT,0.0,13.57,0.25,0
31734,118000,45,9600,EDUCATION,11.0,13.99,0.08,1
31735,130000,38,11000,DEBTCONSOLIDATION,8.0,10.74,0.08,0
31737,100300,40,25000,MEDICAL,2.0,14.83,0.21,1
31738,130000,40,24250,DEBTCONSOLIDATION,0.0,6.17,0.19,0
31739,130000,39,25000,HOMEIMPROVEMENT,13.0,16.07,0.19,0
31740,22800,37,7000,EDUCATION,18.0,6.03,0.31,0
31741,65000,36,15000,MEDICAL,7.0,10.59,0.23,0
31742,132000,41,8000,DEBTCONSOLIDATION,3.0,13.49,0.06,0
31743,132000,40,7500,HOMEIMPROVEMENT,7.0,7.29,0.06,0
31744,65000,36,15000,MEDICAL,7.0,13.72,0.23,0
31747,123000,36,2500,DEBTCONSOLIDATION,1.0,14.91,0.02,1
31748,135000,41,20000,MEDICAL,2.0,9.25,0.15,0
31749,68000,41,15000,EDUCATION,0.0,13.47,0.22,0
31750,62962,36,15000,EDUCATION,2.0,11.71,0.24,1
31751,136000,40,21000,HOMEIMPROVEMENT,5.0,9.99,0.15,0
31752,136000,36,4800,VENTURE,0.0,14.72,0.04,0
31753,136173,42,8000,EDUCATION,2.0,6.62,0.06,0
31754,137000,50,23000,MEDICAL,2.0,7.9,0.17,0
31755,138000,37,4000,EDUCATION,19.0,15.62,0.03,0
31756,138000,43,9900,HOMEIMPROVEMENT,4.0,6.99,0.07,0
31757,138000,36,10000,VENTURE,0.0,13.98,0.07,0
31758,71000,38,15000,MEDICAL,14.0,8.88,0.21,0
31759,139380,45,9000,HOMEIMPROVEMENT,4.0,7.51,0.06,0
31760,140000,45,7500,HOMEIMPROVEMENT,9.0,6.62,0.05,0
31761,140000,38,10000,HOMEIMPROVEMENT,13.0,15.62,0.07,0
31762,140000,48,18000,EDUCATION,4.0,9.99,0.13,0
31763,140000,36,8000,PERSONAL,21.0,6.99,0.06,0
31764,72900,38,15000,PERSONAL,3.0,12.68,0.21,0
31765,140000,45,7000,HOMEIMPROVEMENT,18.0,7.29,0.05,0
31766,108800,41,15000,MEDICAL,2.0,17.88,0.12,1
31767,140000,41,25000,VENTURE,3.0,13.8,0.18,0
31768,74000,37,15000,PERSONAL,7.0,11.71,0.2,0
31769,140000,38,25000,HOMEIMPROVEMENT,0.0,9.99,0.18,0
31770,140000,38,10000,PERSONAL,1.0,14.09,0.07,0
31771,140000,37,14000,HOMEIMPROVEMENT,15.0,7.51,0.1,0
31772,74784,37,15000,HOMEIMPROVEMENT,8.0,14.5,0.2,0
31774,75000,40,15000,EDUCATION,6.0,7.29,0.2,0
31775,128000,39,20000,HOMEIMPROVEMENT,12.0,13.11,0.16,1
31776,140000,36,20800,VENTURE,13.0,11.48,0.15,0
31777,140000,44,21500,VENTURE,14.0,11.83,0.15,0
31778,140000,38,24000,VENTURE,13.0,12.18,0.17,0
31779,140000,38,8000,MEDICAL,2.0,10.95,0.06,0
31780,140004,36,10000,DEBTCONSOLIDATION,4.0,6.92,0.07,0
31782,140400,42,14000,PERSONAL,6.0,10.99,0.1,0
31783,141000,43,6000,MEDICAL,24.0,10.99,0.04,0
31784,141000,43,15000,VENTURE,9.0,12.53,0.11,0
31785,141600,36,6000,HOMEIMPROVEMENT,4.0,11.49,0.04,0
31786,142000,40,15000,VENTURE,8.0,10.99,0.11,0
31787,75000,47,15000,HOMEIMPROVEMENT,3.0,13.48,0.2,0
31788,142000,40,25000,PERSONAL,2.0,15.31,0.18,0
31789,142500,43,20000,MEDICAL,7.0,11.49,0.14,0
31790,69000,39,15000,PERSONAL,0.0,14.42,0.22,1
31791,144000,36,21000,DEBTCONSOLIDATION,1.0,7.9,0.15,0
31792,144000,36,7600,PERSONAL,0.0,15.23,0.05,0
31793,144000,37,10000,EDUCATION,15.0,14.17,0.07,0
31794,144000,41,25000,HOMEIMPROVEMENT,3.0,10.08,0.17,0
31795,145000,37,21000,DEBTCONSOLIDATION,0.0,11.99,0.14,0
31796,145000,36,5000,PERSONAL,4.0,9.62,0.03,0
31797,145000,43,20000,VENTURE,1.0,6.91,0.14,0
31798,145000,40,15000,DEBTCONSOLIDATION,5.0,7.88,0.1,0
31799,146000,37,10000,DEBTCONSOLIDATION,5.0,13.99,0.07,0
31800,19200,36,4500,HOMEIMPROVEMENT,0.0,13.49,0.23,1
31801,148350,40,5000,HOMEIMPROVEMENT,11.0,6.03,0.03,0
31802,81996,36,15000,PERSONAL,4.0,14.09,0.18,0
31803,150000,39,30000,EDUCATION,9.0,8.9,0.2,0
31804,150000,40,24000,MEDICAL,18.0,6.62,0.16,0
31805,150000,42,16000,HOMEIMPROVEMENT,0.0,8.49,0.11,0
31806,150000,40,20000,PERSONAL,2.0,12.99,0.13,0
31807,150000,36,7200,VENTURE,8.0,6.92,0.05,0
31808,150000,36,7000,EDUCATION,5.0,7.29,0.05,0
31809,150000,40,12000,PERSONAL,5.0,10.37,0.08,0
31810,150000,44,25000,PERSONAL,17.0,13.43,0.17,0
31811,150000,38,7500,DEBTCONSOLIDATION,3.0,10.0,0.05,0
31812,150000,36,3000,EDUCATION,8.0,7.29,0.02,0
31813,88000,45,15000,HOMEIMPROVEMENT,12.0,14.83,0.17,0
31814,18720,38,2500,VENTURE,22.0,11.86,0.13,0
31816,150000,37,10000,EDUCATION,9.0,13.48,0.07,0
31817,150000,38,12000,MEDICAL,5.0,11.14,0.08,0
31818,150000,41,24500,VENTURE,10.0,11.83,0.16,0
31820,150000,38,24000,VENTURE,0.0,11.83,0.16,0
31821,138000,39,20000,HOMEIMPROVEMENT,3.0,11.14,0.14,1
31822,150000,49,20000,EDUCATION,0.0,16.95,0.13,0
31823,92500,37,15000,EDUCATION,1.0,7.49,0.16,0
31824,150000,40,7500,EDUCATION,1.0,8.07,0.05,0
31826,150750,42,8150,PERSONAL,0.0,6.99,0.05,0
31827,151000,38,35000,DEBTCONSOLIDATION,8.0,8.9,0.23,0
31828,141000,41,25000,DEBTCONSOLIDATION,12.0,14.96,0.18,1
31829,49000,39,15175,DEBTCONSOLIDATION,0.0,19.13,0.31,1
31831,155000,36,30000,DEBTCONSOLIDATION,9.0,7.9,0.19,0
31832,155000,36,25000,VENTURE,12.0,10.74,0.16,0
31833,155000,37,20000,HOMEIMPROVEMENT,11.0,6.54,0.13,0
31834,37000,42,15200,EDUCATION,0.0,14.26,0.41,1
31835,36100,40,15250,VENTURE,9.0,12.53,0.42,1
31836,156000,47,18000,EDUCATION,5.0,11.99,0.12,0
31837,156000,37,4000,HOMEIMPROVEMENT,16.0,8.49,0.03,0
31838,156000,39,15000,DEBTCONSOLIDATION,2.0,11.89,0.1,0
31839,145124,37,11375,PERSONAL,21.0,10.99,0.08,1
31840,160000,40,12000,EDUCATION,3.0,14.27,0.07,0
31841,66000,40,15575,DEBTCONSOLIDATION,0.0,14.27,0.24,0
31842,160000,38,14000,VENTURE,12.0,6.62,0.09,0
31843,160000,42,22000,MEDICAL,0.0,6.99,0.14,0
31846,69000,36,15600,MEDICAL,0.0,10.99,0.23,0
31847,160000,37,10000,HOMEIMPROVEMENT,14.0,7.51,0.06,0
31848,160000,36,10000,EDUCATION,5.0,12.73,0.06,0
31849,160000,36,24000,VENTURE,20.0,14.96,0.15,0
31850,45000,44,15775,VENTURE,0.0,10.99,0.35,1
31851,56472,40,15775,EDUCATION,4.0,10.59,0.28,0
31852,164000,39,35000,VENTURE,18.0,13.99,0.21,0
31853,153000,42,25000,EDUCATION,7.0,20.53,0.16,1
31854,165000,40,9000,DEBTCONSOLIDATION,18.0,7.51,0.05,0
31855,75996,36,16000,MEDICAL,6.0,8.94,0.21,0
31856,168000,47,8775,EDUCATION,13.0,8.49,0.05,0
31857,170000,36,25000,VENTURE,13.0,7.51,0.15,0
31858,170000,41,20000,MEDICAL,11.0,11.11,0.12,0
31859,82000,46,16000,EDUCATION,2.0,10.99,0.2,0
31860,88712,41,16000,VENTURE,2.0,10.95,0.18,0
31861,175000,42,7000,PERSONAL,12.0,12.99,0.04,0
31862,175000,44,15000,HOMEIMPROVEMENT,9.0,7.66,0.09,0
31863,138550,41,23000,MEDICAL,8.0,14.96,0.14,1
31864,175000,38,10000,VENTURE,21.0,11.26,0.06,0
31865,140787,44,35000,MEDICAL,3.0,16.49,0.21,1
31866,178000,47,9000,VENTURE,31.0,10.99,0.05,0
31867,180000,46,18000,VENTURE,31.0,9.91,0.1,0
31868,180000,41,14000,MEDICAL,13.0,5.99,0.08,0
31869,181000,37,20000,DEBTCONSOLIDATION,11.0,13.85,0.11,0
